Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
BT4,NO,04/10/2020 13:00,,ug m-3,P
BT4,NO,04/10/2020 14:00,,ug m-3,P
BT4,NO,04/10/2020 15:00,,ug m-3,P
BT4,NO,04/10/2020 16:00,,ug m-3,P
BT4,NO,04/10/2020 17:00,,ug m-3,P
BT4,NO,04/10/2020 18:00,,ug m-3,P
BT4,NO,04/10/2020 19:00,,ug m-3,P
BT4,NO,04/10/2020 20:00,,ug m-3,P
BT4,NO,04/10/2020 21:00,,ug m-3,P
BT4,NO,04/10/2020 22:00,,ug m-3,P
BT4,NO,04/10/2020 23:00,,ug m-3,P
BT4,NO,05/10/2020 00:00,,ug m-3,P
BT4,NO,05/10/2020 01:00,,ug m-3,P
BT4,NO,05/10/2020 02:00,,ug m-3,P
BT4,NO,05/10/2020 03:00,,ug m-3,P
BT4,NO,05/10/2020 04:00,,ug m-3,P
BT4,NO,05/10/2020 05:00,,ug m-3,P
BT4,NO,05/10/2020 06:00,,ug m-3,P
BT4,NO,05/10/2020 07:00,,ug m-3,P
BT4,NO,05/10/2020 08:00,,ug m-3,P
BT4,NO,05/10/2020 09:00,,ug m-3,P
BT4,NO,05/10/2020 10:00,,ug m-3,P
BT4,NO,05/10/2020 11:00,,ug m-3,P
BT4,NO,05/10/2020 12:00,,ug m-3,P
BT4,NO,05/10/2020 13:00,,ug m-3,P
BT4,NO,05/10/2020 14:00,,ug m-3,P
BT4,NO,05/10/2020 15:00,,ug m-3,P
BT4,NO,05/10/2020 16:00,,ug m-3,P
BT4,NO,05/10/2020 17:00,,ug m-3,P
BT4,NO,05/10/2020 18:00,,ug m-3,P
BT4,NO,05/10/2020 19:00,,ug m-3,P
BT4,NO,05/10/2020 20:00,,ug m-3,P
BT4,NO,05/10/2020 21:00,,ug m-3,P
BT4,NO,05/10/2020 22:00,,ug m-3,P
BT4,NO,05/10/2020 23:00,,ug m-3,P
BT4,NO,06/10/2020 00:00,,ug m-3,P
BT4,NO,06/10/2020 01:00,,ug m-3,P
BT4,NO,06/10/2020 02:00,,ug m-3,P
BT4,NO,06/10/2020 03:00,,ug m-3,P
BT4,NO,06/10/2020 04:00,,ug m-3,P
BT4,NO,06/10/2020 05:00,,ug m-3,P
BT4,NO,06/10/2020 06:00,,ug m-3,P
BT4,NO,06/10/2020 07:00,,ug m-3,P
BT4,NO,06/10/2020 08:00,,ug m-3,P
BT4,NO,06/10/2020 09:00,,ug m-3,P
BT4,NO,06/10/2020 10:00,,ug m-3,P
BT4,NO,06/10/2020 11:00,,ug m-3,P
BT4,NO,06/10/2020 12:00,,ug m-3,P
BT4,NO,06/10/2020 13:00,,ug m-3,P
BT4,NO,06/10/2020 14:00,,ug m-3,P
BT4,NO,06/10/2020 15:00,,ug m-3,P
BT4,NO,06/10/2020 16:00,,ug m-3,P
BT4,NO,06/10/2020 17:00,,ug m-3,P
BT4,NO,06/10/2020 18:00,,ug m-3,P
BT4,NO,06/10/2020 19:00,,ug m-3,P
BT4,NO,06/10/2020 20:00,,ug m-3,P
BT4,NO,06/10/2020 21:00,,ug m-3,P
BT4,NO,06/10/2020 22:00,,ug m-3,P
BT4,NO,06/10/2020 23:00,,ug m-3,P
BT4,NO,07/10/2020 00:00,,ug m-3,P
BT4,NO,07/10/2020 01:00,,ug m-3,P
BT4,NO,07/10/2020 02:00,,ug m-3,P
BT4,NO,07/10/2020 03:00,,ug m-3,P
BT4,NO,07/10/2020 04:00,,ug m-3,P
BT4,NO,07/10/2020 05:00,,ug m-3,P
BT4,NO,07/10/2020 06:00,,ug m-3,P
BT4,NO,07/10/2020 07:00,,ug m-3,P
BT4,NO,07/10/2020 08:00,,ug m-3,P
BT4,NO,07/10/2020 09:00,,ug m-3,P
BT4,NO,07/10/2020 10:00,,ug m-3,P
BT4,NO,07/10/2020 11:00,,ug m-3,P
BT4,NO,07/10/2020 12:00,,ug m-3,P
BT4,NO,07/10/2020 13:00,,ug m-3,P
BT4,NO,07/10/2020 14:00,31.40000,ug m-3,P
BT4,NO,07/10/2020 15:00,30.70000,ug m-3,P
BT4,NO,07/10/2020 16:00,34.30000,ug m-3,P
BT4,NO,07/10/2020 17:00,44.40000,ug m-3,P
BT4,NO,07/10/2020 18:00,50.30000,ug m-3,P
BT4,NO,07/10/2020 19:00,53.10000,ug m-3,P
BT4,NO,07/10/2020 20:00,56.70000,ug m-3,P
BT4,NO,07/10/2020 21:00,57.90000,ug m-3,P
BT4,NO,07/10/2020 22:00,57.90000,ug m-3,P
BT4,NO,07/10/2020 23:00,56.10000,ug m-3,P
BT4,NO,08/10/2020 00:00,49.70000,ug m-3,P
BT4,NO,08/10/2020 01:00,34.30000,ug m-3,P
BT4,NO,08/10/2020 02:00,22.70000,ug m-3,P
BT4,NO,08/10/2020 03:00,17.50000,ug m-3,P
BT4,NO,08/10/2020 04:00,12.70000,ug m-3,P
BT4,NO,08/10/2020 05:00,12.50000,ug m-3,P
BT4,NO,08/10/2020 06:00,14.60000,ug m-3,P
BT4,NO,08/10/2020 07:00,18.40000,ug m-3,P
BT4,NO,08/10/2020 08:00,21.90000,ug m-3,P
BT4,NO,08/10/2020 09:00,26.30000,ug m-3,P
BT4,NO,08/10/2020 10:00,32.10000,ug m-3,P
BT4,NO,08/10/2020 11:00,33.90000,ug m-3,P
BT4,NO,08/10/2020 12:00,34.20000,ug m-3,P
BT4,NO,08/10/2020 13:00,32.20000,ug m-3,P
BT4,NO,08/10/2020 14:00,28.90000,ug m-3,P
BT4,NO,08/10/2020 15:00,25.80000,ug m-3,P
BT4,NO,08/10/2020 16:00,23.20000,ug m-3,P
BT4,NO,08/10/2020 17:00,20.20000,ug m-3,P
BT4,NO,08/10/2020 18:00,16.90000,ug m-3,P
BT4,NO,08/10/2020 19:00,17.20000,ug m-3,P
BT4,NO,08/10/2020 20:00,19.50000,ug m-3,P
BT4,NO,08/10/2020 21:00,29.10000,ug m-3,P
BT4,NO,08/10/2020 22:00,40.20000,ug m-3,P
BT4,NO,08/10/2020 23:00,47.90000,ug m-3,P
BT4,NO,09/10/2020 00:00,56.40000,ug m-3,P
BT4,NO,09/10/2020 01:00,64.80000,ug m-3,P
BT4,NO,09/10/2020 02:00,76.10000,ug m-3,P
BT4,NO,09/10/2020 03:00,87.40000,ug m-3,P
BT4,NO,09/10/2020 04:00,99.40000,ug m-3,P
BT4,NO,09/10/2020 05:00,117.30000,ug m-3,P
BT4,NO,09/10/2020 06:00,130.89999,ug m-3,P
BT4,NO,09/10/2020 07:00,143.89999,ug m-3,P
BT4,NO,09/10/2020 08:00,152.50000,ug m-3,P
BT4,NO,09/10/2020 09:00,151.39999,ug m-3,P
BT4,NO,09/10/2020 10:00,143.39999,ug m-3,P
BT4,NO,09/10/2020 11:00,137.89999,ug m-3,P
BT4,NO,09/10/2020 12:00,130.00000,ug m-3,P
BT4,NO,09/10/2020 13:00,108.30000,ug m-3,P
BT4,NO,09/10/2020 14:00,87.30000,ug m-3,P
BT4,NO,09/10/2020 15:00,75.20000,ug m-3,P
BT4,NO,09/10/2020 16:00,67.00000,ug m-3,P
BT4,NO,09/10/2020 17:00,72.20000,ug m-3,P
BT4,NO,09/10/2020 18:00,70.80000,ug m-3,P
BT4,NO,09/10/2020 19:00,65.80000,ug m-3,P
BT4,NO,09/10/2020 20:00,61.30000,ug m-3,P
BT4,NO,09/10/2020 21:00,58.90000,ug m-3,P
BT4,NO,09/10/2020 22:00,57.20000,ug m-3,P
BT4,NO,09/10/2020 23:00,51.60000,ug m-3,P
BT4,NO,10/10/2020 00:00,44.30000,ug m-3,P
BT4,NO,10/10/2020 01:00,31.60000,ug m-3,P
BT4,NO,10/10/2020 02:00,30.80000,ug m-3,P
BT4,NO,10/10/2020 03:00,31.90000,ug m-3,P
BT4,NO,10/10/2020 04:00,35.20000,ug m-3,P
BT4,NO,10/10/2020 05:00,40.20000,ug m-3,P
BT4,NO,10/10/2020 06:00,45.20000,ug m-3,P
BT4,NO,10/10/2020 07:00,46.90000,ug m-3,P
BT4,NO,10/10/2020 08:00,49.10000,ug m-3,P
BT4,NO,10/10/2020 09:00,54.60000,ug m-3,P
BT4,NO,10/10/2020 10:00,55.50000,ug m-3,P
BT4,NO,10/10/2020 11:00,53.20000,ug m-3,P
BT4,NO,10/10/2020 12:00,49.40000,ug m-3,P
BT4,NO,10/10/2020 13:00,42.60000,ug m-3,P
BT4,NO,10/10/2020 14:00,39.20000,ug m-3,P
BT4,NO,10/10/2020 15:00,35.90000,ug m-3,P
BT4,NO,10/10/2020 16:00,33.30000,ug m-3,P
BT4,NO,10/10/2020 17:00,28.90000,ug m-3,P
BT4,NO,10/10/2020 18:00,27.60000,ug m-3,P
BT4,NO,10/10/2020 19:00,31.00000,ug m-3,P
BT4,NO,10/10/2020 20:00,30.10000,ug m-3,P
BT4,NO,10/10/2020 21:00,29.90000,ug m-3,P
BT4,NO,10/10/2020 22:00,26.40000,ug m-3,P
BT4,NO,10/10/2020 23:00,22.90000,ug m-3,P
BT4,NO,11/10/2020 00:00,20.40000,ug m-3,P
BT4,NO,11/10/2020 01:00,19.40000,ug m-3,P
BT4,NO,11/10/2020 02:00,16.80000,ug m-3,P
BT4,NO,11/10/2020 03:00,12.30000,ug m-3,P
BT4,NO,11/10/2020 04:00,10.60000,ug m-3,P
BT4,NO,11/10/2020 05:00,7.70000,ug m-3,P
BT4,NO,11/10/2020 06:00,7.20000,ug m-3,P
BT4,NO,11/10/2020 07:00,7.90000,ug m-3,P
BT4,NO,11/10/2020 08:00,7.90000,ug m-3,P
BT4,NO,11/10/2020 09:00,6.80000,ug m-3,P
BT4,NO,11/10/2020 10:00,8.10000,ug m-3,P
BT4,NO,11/10/2020 11:00,9.50000,ug m-3,P
BT4,NO,11/10/2020 12:00,12.60000,ug m-3,P
BT4,NO,11/10/2020 13:00,16.10000,ug m-3,P
BT4,NO,11/10/2020 14:00,19.50000,ug m-3,P
BT4,NO,11/10/2020 15:00,21.80000,ug m-3,P
BT4,NO,11/10/2020 16:00,24.60000,ug m-3,P
BT4,NO,11/10/2020 17:00,24.40000,ug m-3,P
BT4,NO,11/10/2020 18:00,23.20000,ug m-3,P
BT4,NO,11/10/2020 19:00,22.40000,ug m-3,P
BT4,NO,11/10/2020 20:00,25.30000,ug m-3,P
BT4,NO,11/10/2020 21:00,30.70000,ug m-3,P
BT4,NO,11/10/2020 22:00,37.40000,ug m-3,P
BT4,NO,11/10/2020 23:00,41.90000,ug m-3,P
BT4,NO,12/10/2020 00:00,42.30000,ug m-3,P
BT4,NO,12/10/2020 01:00,48.80000,ug m-3,P
BT4,NO,12/10/2020 02:00,55.20000,ug m-3,P
BT4,NO,12/10/2020 03:00,60.80000,ug m-3,P
BT4,NO,12/10/2020 04:00,66.90000,ug m-3,P
BT4,NO,12/10/2020 05:00,81.70000,ug m-3,P
BT4,NO,12/10/2020 06:00,98.70000,ug m-3,P
BT4,NO,12/10/2020 07:00,121.70000,ug m-3,P
BT4,NO,12/10/2020 08:00,137.39999,ug m-3,P
BT4,NO,12/10/2020 09:00,146.70000,ug m-3,P
BT4,NO,12/10/2020 10:00,151.80000,ug m-3,P
BT4,NO,12/10/2020 11:00,156.89999,ug m-3,P
BT4,NO,12/10/2020 12:00,154.30000,ug m-3,P
BT4,NO,12/10/2020 13:00,143.50000,ug m-3,P
BT4,NO,12/10/2020 14:00,129.80000,ug m-3,P
BT4,NO,12/10/2020 15:00,109.20000,ug m-3,P
BT4,NO,12/10/2020 16:00,101.90000,ug m-3,P
BT4,NO,12/10/2020 17:00,94.40000,ug m-3,P
BT4,NO,12/10/2020 18:00,90.40000,ug m-3,P
BT4,NO,12/10/2020 19:00,86.40000,ug m-3,P
BT4,NO,12/10/2020 20:00,85.40000,ug m-3,P
BT4,NO,12/10/2020 21:00,75.40000,ug m-3,P
BT4,NO,12/10/2020 22:00,64.10000,ug m-3,P
BT4,NO,12/10/2020 23:00,55.60000,ug m-3,P
BT4,NO,13/10/2020 00:00,44.30000,ug m-3,P
BT4,NO,13/10/2020 01:00,35.70000,ug m-3,P
BT4,NO,13/10/2020 02:00,27.50000,ug m-3,P
BT4,NO,13/10/2020 03:00,19.00000,ug m-3,P
BT4,NO,13/10/2020 04:00,11.90000,ug m-3,P
BT4,NO,13/10/2020 05:00,11.20000,ug m-3,P
BT4,NO,13/10/2020 06:00,12.60000,ug m-3,P
BT4,NO,13/10/2020 07:00,13.80000,ug m-3,P
BT4,NO,13/10/2020 08:00,16.20000,ug m-3,P
BT4,NO,13/10/2020 09:00,17.60000,ug m-3,P
BT4,NO,13/10/2020 10:00,20.40000,ug m-3,P
BT4,NO,13/10/2020 11:00,24.10000,ug m-3,P
BT4,NO,13/10/2020 12:00,25.60000,ug m-3,P
BT4,NO,13/10/2020 13:00,27.90000,ug m-3,P
BT4,NO,13/10/2020 14:00,28.90000,ug m-3,P
BT4,NO,13/10/2020 15:00,33.80000,ug m-3,P
BT4,NO,13/10/2020 16:00,40.50000,ug m-3,P
BT4,NO,13/10/2020 17:00,45.90000,ug m-3,P
BT4,NO,13/10/2020 18:00,48.10000,ug m-3,P
BT4,NO,13/10/2020 19:00,47.60000,ug m-3,P
BT4,NO,13/10/2020 20:00,46.80000,ug m-3,P
BT4,NO,13/10/2020 21:00,46.30000,ug m-3,P
BT4,NO,13/10/2020 22:00,42.70000,ug m-3,P
BT4,NO,13/10/2020 23:00,36.00000,ug m-3,P
BT4,NO,14/10/2020 00:00,26.70000,ug m-3,P
BT4,NO,14/10/2020 01:00,20.10000,ug m-3,P
BT4,NO,14/10/2020 02:00,16.10000,ug m-3,P
BT4,NO,14/10/2020 03:00,13.30000,ug m-3,P
BT4,NO,14/10/2020 04:00,12.30000,ug m-3,P
BT4,NO,14/10/2020 05:00,14.70000,ug m-3,P
BT4,NO,14/10/2020 06:00,20.70000,ug m-3,P
BT4,NO,14/10/2020 07:00,25.00000,ug m-3,P
BT4,NO,14/10/2020 08:00,30.00000,ug m-3,P
BT4,NO,14/10/2020 09:00,33.00000,ug m-3,P
BT4,NO,14/10/2020 10:00,36.40000,ug m-3,P
BT4,NO,14/10/2020 11:00,,ug m-3,P
BT4,NO,14/10/2020 12:00,43.70000,ug m-3,P
BT4,NO,14/10/2020 13:00,40.60000,ug m-3,P
BT4,NO,14/10/2020 14:00,36.00000,ug m-3,P
BT4,NO,14/10/2020 15:00,33.30000,ug m-3,P
BT4,NO,14/10/2020 16:00,34.40000,ug m-3,P
BT4,NO,14/10/2020 17:00,35.90000,ug m-3,P
BT4,NO,14/10/2020 18:00,35.00000,ug m-3,P
BT4,NO,14/10/2020 19:00,33.50000,ug m-3,P
BT4,NO,14/10/2020 20:00,31.90000,ug m-3,P
BT4,NO,14/10/2020 21:00,30.80000,ug m-3,P
BT4,NO,14/10/2020 22:00,28.70000,ug m-3,P
BT4,NO,14/10/2020 23:00,27.10000,ug m-3,P
BT4,NO,15/10/2020 00:00,21.60000,ug m-3,P
BT4,NO,15/10/2020 01:00,17.30000,ug m-3,P
BT4,NO,15/10/2020 02:00,14.50000,ug m-3,P
BT4,NO,15/10/2020 03:00,12.40000,ug m-3,P
BT4,NO,15/10/2020 04:00,11.40000,ug m-3,P
BT4,NO,15/10/2020 05:00,12.70000,ug m-3,P
BT4,NO,15/10/2020 06:00,16.00000,ug m-3,P
BT4,NO,15/10/2020 07:00,18.70000,ug m-3,P
BT4,NO,15/10/2020 08:00,22.20000,ug m-3,P
BT4,NO,15/10/2020 09:00,23.80000,ug m-3,P
BT4,NO,15/10/2020 10:00,25.20000,ug m-3,P
BT4,NO,15/10/2020 11:00,28.20000,ug m-3,P
BT4,NO,15/10/2020 12:00,30.20000,ug m-3,P
BT4,NO,15/10/2020 13:00,30.20000,ug m-3,P
BT4,NO,15/10/2020 14:00,29.90000,ug m-3,P
BT4,NO,15/10/2020 15:00,29.30000,ug m-3,P
BT4,NO,15/10/2020 16:00,30.20000,ug m-3,P
BT4,NO,15/10/2020 17:00,39.90000,ug m-3,P
BT4,NO,15/10/2020 18:00,46.50000,ug m-3,P
BT4,NO,15/10/2020 19:00,49.10000,ug m-3,P
BT4,NO,15/10/2020 20:00,48.70000,ug m-3,P
BT4,NO,15/10/2020 21:00,49.40000,ug m-3,P
BT4,NO,15/10/2020 22:00,48.10000,ug m-3,P
BT4,NO,15/10/2020 23:00,46.40000,ug m-3,P
BT4,NO,16/10/2020 00:00,42.30000,ug m-3,P
BT4,NO,16/10/2020 01:00,31.00000,ug m-3,P
BT4,NO,16/10/2020 02:00,22.70000,ug m-3,P
BT4,NO,16/10/2020 03:00,17.40000,ug m-3,P
BT4,NO,16/10/2020 04:00,15.80000,ug m-3,P
BT4,NO,16/10/2020 05:00,17.80000,ug m-3,P
BT4,NO,16/10/2020 06:00,21.30000,ug m-3,P
BT4,NO,16/10/2020 07:00,28.00000,ug m-3,P
BT4,NO,16/10/2020 08:00,33.90000,ug m-3,P
BT4,NO,16/10/2020 09:00,37.90000,ug m-3,P
BT4,NO,16/10/2020 10:00,41.80000,ug m-3,P
BT4,NO,16/10/2020 11:00,47.20000,ug m-3,P
BT4,NO,16/10/2020 12:00,51.10000,ug m-3,P
BT4,NO,16/10/2020 13:00,52.80000,ug m-3,P
BT4,NO,16/10/2020 14:00,54.00000,ug m-3,P
BT4,NO,16/10/2020 15:00,53.60000,ug m-3,P
BT4,NO,16/10/2020 16:00,50.00000,ug m-3,P
BT4,NO,16/10/2020 17:00,48.90000,ug m-3,P
BT4,NO,16/10/2020 18:00,49.20000,ug m-3,P
BT4,NO,16/10/2020 19:00,48.40000,ug m-3,P
BT4,NO,16/10/2020 20:00,47.00000,ug m-3,P
BT4,NO,16/10/2020 21:00,40.70000,ug m-3,P
BT4,NO,16/10/2020 22:00,34.60000,ug m-3,P
BT4,NO,16/10/2020 23:00,27.10000,ug m-3,P
BT4,NO,17/10/2020 00:00,24.10000,ug m-3,P
BT4,NO,17/10/2020 01:00,20.80000,ug m-3,P
BT4,NO,17/10/2020 02:00,16.10000,ug m-3,P
BT4,NO,17/10/2020 03:00,10.90000,ug m-3,P
BT4,NO,17/10/2020 04:00,7.80000,ug m-3,P
BT4,NO,17/10/2020 05:00,7.30000,ug m-3,P
BT4,NO,17/10/2020 06:00,7.80000,ug m-3,P
BT4,NO,17/10/2020 07:00,12.20000,ug m-3,P
BT4,NO,17/10/2020 08:00,15.20000,ug m-3,P
BT4,NO,17/10/2020 09:00,17.50000,ug m-3,P
BT4,NO,17/10/2020 10:00,23.40000,ug m-3,P
BT4,NO,17/10/2020 11:00,28.20000,ug m-3,P
BT4,NO,17/10/2020 12:00,31.00000,ug m-3,P
BT4,NO,17/10/2020 13:00,34.50000,ug m-3,P
BT4,NO,17/10/2020 14:00,37.10000,ug m-3,P
BT4,NO,17/10/2020 15:00,38.30000,ug m-3,P
BT4,NO,17/10/2020 16:00,39.40000,ug m-3,P
BT4,NO,17/10/2020 17:00,41.20000,ug m-3,P
BT4,NO,17/10/2020 18:00,41.50000,ug m-3,P
BT4,NO,17/10/2020 19:00,44.60000,ug m-3,P
BT4,NO,17/10/2020 20:00,45.10000,ug m-3,P
BT4,NO,17/10/2020 21:00,42.60000,ug m-3,P
BT4,NO,17/10/2020 22:00,40.90000,ug m-3,P
BT4,NO,17/10/2020 23:00,36.90000,ug m-3,P
BT4,NO,18/10/2020 00:00,35.10000,ug m-3,P
BT4,NO,18/10/2020 01:00,35.20000,ug m-3,P
BT4,NO,18/10/2020 02:00,31.20000,ug m-3,P
BT4,NO,18/10/2020 03:00,25.40000,ug m-3,P
BT4,NO,18/10/2020 04:00,23.30000,ug m-3,P
BT4,NO,18/10/2020 05:00,22.20000,ug m-3,P
BT4,NO,18/10/2020 06:00,23.20000,ug m-3,P
BT4,NO,18/10/2020 07:00,26.60000,ug m-3,P
BT4,NO,18/10/2020 08:00,27.20000,ug m-3,P
BT4,NO,18/10/2020 09:00,28.40000,ug m-3,P
BT4,NO,18/10/2020 10:00,35.10000,ug m-3,P
BT4,NO,18/10/2020 11:00,41.40000,ug m-3,P
BT4,NO,18/10/2020 12:00,48.40000,ug m-3,P
BT4,NO,18/10/2020 13:00,55.00000,ug m-3,P
BT4,NO,18/10/2020 14:00,58.60000,ug m-3,P
BT4,NO,18/10/2020 15:00,58.80000,ug m-3,P
BT4,NO,18/10/2020 16:00,61.00000,ug m-3,P
BT4,NO,18/10/2020 17:00,57.30000,ug m-3,P
BT4,NO,18/10/2020 18:00,55.00000,ug m-3,P
BT4,NO,18/10/2020 19:00,55.70000,ug m-3,P
BT4,NO,18/10/2020 20:00,59.80000,ug m-3,P
BT4,NO,18/10/2020 21:00,66.30000,ug m-3,P
BT4,NO,18/10/2020 22:00,67.20000,ug m-3,P
BT4,NO,18/10/2020 23:00,66.30000,ug m-3,P
BT4,NO,19/10/2020 00:00,62.80000,ug m-3,P
BT4,NO,19/10/2020 01:00,64.10000,ug m-3,P
BT4,NO,19/10/2020 02:00,62.00000,ug m-3,P
BT4,NO,19/10/2020 03:00,58.50000,ug m-3,P
BT4,NO,19/10/2020 04:00,56.90000,ug m-3,P
BT4,NO,19/10/2020 05:00,67.50000,ug m-3,P
BT4,NO,19/10/2020 06:00,86.10000,ug m-3,P
BT4,NO,19/10/2020 07:00,99.30000,ug m-3,P
BT4,NO,19/10/2020 08:00,109.00000,ug m-3,P
BT4,NO,19/10/2020 09:00,,ug m-3,P
BT4,NO,19/10/2020 10:00,,ug m-3,P
BT4,NO,19/10/2020 11:00,,ug m-3,P
BT4,NO,19/10/2020 12:00,,ug m-3,P
BT4,NO,19/10/2020 13:00,,ug m-3,P
BT4,NO,19/10/2020 14:00,,ug m-3,P
BT4,NO,19/10/2020 15:00,,ug m-3,P
BT4,NO,19/10/2020 16:00,,ug m-3,P
BT4,NO,19/10/2020 17:00,,ug m-3,P
BT4,NO,19/10/2020 18:00,,ug m-3,P
BT4,NO,19/10/2020 19:00,,ug m-3,P
BT4,NO,19/10/2020 20:00,,ug m-3,P
BT4,NO,19/10/2020 21:00,,ug m-3,P
BT4,NO,19/10/2020 22:00,,ug m-3,P
BT4,NO,19/10/2020 23:00,,ug m-3,P
BT4,NO,20/10/2020 00:00,,ug m-3,P
BT4,NO,20/10/2020 01:00,,ug m-3,P
BT4,NO,20/10/2020 02:00,,ug m-3,P
BT4,NO,20/10/2020 03:00,,ug m-3,P
BT4,NO,20/10/2020 04:00,,ug m-3,P
BT4,NO,20/10/2020 05:00,,ug m-3,P
BT4,NO,20/10/2020 06:00,,ug m-3,P
BT4,NO,20/10/2020 07:00,,ug m-3,P
BT4,NO,20/10/2020 08:00,,ug m-3,P
BT4,NO,20/10/2020 09:00,,ug m-3,P
BT4,NO,20/10/2020 10:00,,ug m-3,P
BT4,NO,20/10/2020 11:00,,ug m-3,P
BT4,NO,20/10/2020 12:00,,ug m-3,P
BT4,NO,20/10/2020 13:00,,ug m-3,P
BT4,NO,20/10/2020 14:00,,ug m-3,P
BT4,NO,20/10/2020 15:00,,ug m-3,P
BT4,NO,20/10/2020 16:00,,ug m-3,P
BT4,NO,20/10/2020 17:00,39.30000,ug m-3,P
BT4,NO,20/10/2020 18:00,38.40000,ug m-3,P
BT4,NO,20/10/2020 19:00,37.70000,ug m-3,P
BT4,NO,20/10/2020 20:00,36.60000,ug m-3,P
BT4,NO,20/10/2020 21:00,33.30000,ug m-3,P
BT4,NO,20/10/2020 22:00,30.80000,ug m-3,P
BT4,NO,20/10/2020 23:00,28.40000,ug m-3,P
BT4,NO,21/10/2020 00:00,25.30000,ug m-3,P
BT4,NO,21/10/2020 01:00,21.60000,ug m-3,P
BT4,NO,21/10/2020 02:00,18.60000,ug m-3,P
BT4,NO,21/10/2020 03:00,16.70000,ug m-3,P
BT4,NO,21/10/2020 04:00,18.90000,ug m-3,P
BT4,NO,21/10/2020 05:00,28.40000,ug m-3,P
BT4,NO,21/10/2020 06:00,41.90000,ug m-3,P
BT4,NO,21/10/2020 07:00,57.10000,ug m-3,P
BT4,NO,21/10/2020 08:00,73.40000,ug m-3,P
BT4,NO,21/10/2020 09:00,94.80000,ug m-3,P
BT4,NO,21/10/2020 10:00,117.70000,ug m-3,P
BT4,NO,21/10/2020 11:00,137.10001,ug m-3,P
BT4,NO,21/10/2020 12:00,147.60001,ug m-3,P
BT4,NO,21/10/2020 13:00,150.80000,ug m-3,P
BT4,NO,21/10/2020 14:00,145.89999,ug m-3,P
BT4,NO,21/10/2020 15:00,132.50000,ug m-3,P
BT4,NO,21/10/2020 16:00,124.00000,ug m-3,P
BT4,NO,21/10/2020 17:00,109.80000,ug m-3,P
BT4,NO,21/10/2020 18:00,91.60000,ug m-3,P
BT4,NO,21/10/2020 19:00,74.30000,ug m-3,P
BT4,NO,21/10/2020 20:00,62.10000,ug m-3,P
BT4,NO,21/10/2020 21:00,48.30000,ug m-3,P
BT4,NO,21/10/2020 22:00,38.40000,ug m-3,P
BT4,NO,21/10/2020 23:00,36.20000,ug m-3,P
BT4,NO,22/10/2020 00:00,27.60000,ug m-3,P
BT4,NO,22/10/2020 01:00,19.50000,ug m-3,P
BT4,NO,22/10/2020 02:00,14.40000,ug m-3,P
BT4,NO,22/10/2020 03:00,11.40000,ug m-3,P
BT4,NO,22/10/2020 04:00,10.20000,ug m-3,P
BT4,NO,22/10/2020 05:00,15.40000,ug m-3,P
BT4,NO,22/10/2020 06:00,23.60000,ug m-3,P
BT4,NO,22/10/2020 07:00,32.60000,ug m-3,P
BT4,NO,22/10/2020 08:00,38.60000,ug m-3,P
BT4,NO,22/10/2020 09:00,44.70000,ug m-3,P
BT4,NO,22/10/2020 10:00,48.20000,ug m-3,P
BT4,NO,22/10/2020 11:00,53.00000,ug m-3,P
BT4,NO,22/10/2020 12:00,56.30000,ug m-3,P
BT4,NO,22/10/2020 13:00,53.80000,ug m-3,P
BT4,NO,22/10/2020 14:00,49.20000,ug m-3,P
BT4,NO,22/10/2020 15:00,44.80000,ug m-3,P
BT4,NO,22/10/2020 16:00,54.00000,ug m-3,P
BT4,NO,22/10/2020 17:00,72.10000,ug m-3,P
BT4,NO,22/10/2020 18:00,77.20000,ug m-3,P
BT4,NO,22/10/2020 19:00,84.30000,ug m-3,P
BT4,NO,22/10/2020 20:00,92.40000,ug m-3,P
BT4,NO,22/10/2020 21:00,96.30000,ug m-3,P
BT4,NO,22/10/2020 22:00,99.80000,ug m-3,P
BT4,NO,22/10/2020 23:00,100.40000,ug m-3,P
BT4,NO,23/10/2020 00:00,90.10000,ug m-3,P
BT4,NO,23/10/2020 01:00,67.20000,ug m-3,P
BT4,NO,23/10/2020 02:00,60.30000,ug m-3,P
BT4,NO,23/10/2020 03:00,49.80000,ug m-3,P
BT4,NO,23/10/2020 04:00,43.00000,ug m-3,P
BT4,NO,23/10/2020 05:00,47.10000,ug m-3,P
BT4,NO,23/10/2020 06:00,50.00000,ug m-3,P
BT4,NO,23/10/2020 07:00,54.60000,ug m-3,P
BT4,NO,23/10/2020 08:00,56.10000,ug m-3,P
BT4,NO,23/10/2020 09:00,60.30000,ug m-3,P
BT4,NO,23/10/2020 10:00,66.00000,ug m-3,P
BT4,NO,23/10/2020 11:00,71.60000,ug m-3,P
BT4,NO,23/10/2020 12:00,71.70000,ug m-3,P
BT4,NO,23/10/2020 13:00,66.30000,ug m-3,P
BT4,NO,23/10/2020 14:00,62.00000,ug m-3,P
BT4,NO,23/10/2020 15:00,56.60000,ug m-3,P
BT4,NO,23/10/2020 16:00,59.20000,ug m-3,P
BT4,NO,23/10/2020 17:00,62.60000,ug m-3,P
BT4,NO,23/10/2020 18:00,61.40000,ug m-3,P
BT4,NO,23/10/2020 19:00,58.00000,ug m-3,P
BT4,NO,23/10/2020 20:00,58.70000,ug m-3,P
