Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
BG2,NO,23/06/2020 09:00,2.70000,ug m-3,P
BG2,NO,23/06/2020 10:00,2.80000,ug m-3,P
BG2,NO,23/06/2020 11:00,2.80000,ug m-3,P
BG2,NO,23/06/2020 12:00,,ug m-3,P
BG2,NO,23/06/2020 13:00,,ug m-3,P
BG2,NO,23/06/2020 14:00,,ug m-3,P
BG2,NO,23/06/2020 15:00,,ug m-3,P
BG2,NO,23/06/2020 16:00,,ug m-3,P
BG2,NO,23/06/2020 17:00,,ug m-3,P
BG2,NO,23/06/2020 18:00,,ug m-3,P
BG2,NO,23/06/2020 19:00,,ug m-3,P
BG2,NO,23/06/2020 20:00,,ug m-3,P
BG2,NO,23/06/2020 21:00,,ug m-3,P
BG2,NO,23/06/2020 22:00,0.20000,ug m-3,P
BG2,NO,23/06/2020 23:00,0.20000,ug m-3,P
BG2,NO,24/06/2020 00:00,0.30000,ug m-3,P
BG2,NO,24/06/2020 01:00,0.30000,ug m-3,P
BG2,NO,24/06/2020 02:00,0.40000,ug m-3,P
BG2,NO,24/06/2020 03:00,0.60000,ug m-3,P
BG2,NO,24/06/2020 04:00,1.10000,ug m-3,P
BG2,NO,24/06/2020 05:00,1.90000,ug m-3,P
BG2,NO,24/06/2020 06:00,3.10000,ug m-3,P
BG2,NO,24/06/2020 07:00,4.40000,ug m-3,P
BG2,NO,24/06/2020 08:00,5.20000,ug m-3,P
BG2,NO,24/06/2020 09:00,5.70000,ug m-3,P
BG2,NO,24/06/2020 10:00,,ug m-3,P
BG2,NO,24/06/2020 11:00,,ug m-3,P
BG2,NO,24/06/2020 12:00,,ug m-3,P
BG2,NO,24/06/2020 13:00,,ug m-3,P
BG2,NO,24/06/2020 14:00,,ug m-3,P
BG2,NO,24/06/2020 15:00,,ug m-3,P
BG2,NO,24/06/2020 16:00,,ug m-3,P
BG2,NO,24/06/2020 17:00,,ug m-3,P
BG2,NO,24/06/2020 18:00,,ug m-3,P
BG2,NO,24/06/2020 19:00,,ug m-3,P
BG2,NO,24/06/2020 20:00,,ug m-3,P
BG2,NO,24/06/2020 21:00,,ug m-3,P
BG2,NO,24/06/2020 22:00,,ug m-3,P
BG2,NO,24/06/2020 23:00,0.00000,ug m-3,P
BG2,NO,25/06/2020 00:00,0.10000,ug m-3,P
BG2,NO,25/06/2020 01:00,0.10000,ug m-3,P
BG2,NO,25/06/2020 02:00,0.10000,ug m-3,P
BG2,NO,25/06/2020 03:00,0.20000,ug m-3,P
BG2,NO,25/06/2020 04:00,0.40000,ug m-3,P
BG2,NO,25/06/2020 05:00,1.00000,ug m-3,P
BG2,NO,25/06/2020 06:00,1.80000,ug m-3,P
BG2,NO,25/06/2020 07:00,2.40000,ug m-3,P
BG2,NO,25/06/2020 08:00,2.80000,ug m-3,P
BG2,NO,25/06/2020 09:00,3.10000,ug m-3,P
BG2,NO,25/06/2020 10:00,,ug m-3,P
BG2,NO,25/06/2020 11:00,,ug m-3,P
BG2,NO,25/06/2020 12:00,,ug m-3,P
BG2,NO,25/06/2020 13:00,,ug m-3,P
BG2,NO,25/06/2020 14:00,,ug m-3,P
BG2,NO,25/06/2020 15:00,,ug m-3,P
BG2,NO,25/06/2020 16:00,,ug m-3,P
BG2,NO,25/06/2020 17:00,,ug m-3,P
BG2,NO,25/06/2020 18:00,,ug m-3,P
BG2,NO,25/06/2020 19:00,,ug m-3,P
BG2,NO,25/06/2020 20:00,,ug m-3,P
BG2,NO,25/06/2020 21:00,,ug m-3,P
BG2,NO,25/06/2020 22:00,,ug m-3,P
BG2,NO,25/06/2020 23:00,-0.10000,ug m-3,P
BG2,NO,26/06/2020 00:00,-0.10000,ug m-3,P
BG2,NO,26/06/2020 01:00,-0.00000,ug m-3,P
BG2,NO,26/06/2020 02:00,-0.00000,ug m-3,P
BG2,NO,26/06/2020 03:00,0.00000,ug m-3,P
BG2,NO,26/06/2020 04:00,0.10000,ug m-3,P
BG2,NO,26/06/2020 05:00,0.80000,ug m-3,P
BG2,NO,26/06/2020 06:00,2.00000,ug m-3,P
BG2,NO,26/06/2020 07:00,4.10000,ug m-3,P
BG2,NO,26/06/2020 08:00,5.40000,ug m-3,P
BG2,NO,26/06/2020 09:00,5.50000,ug m-3,P
BG2,NO,26/06/2020 10:00,5.70000,ug m-3,P
BG2,NO,26/06/2020 11:00,,ug m-3,P
BG2,NO,26/06/2020 12:00,,ug m-3,P
BG2,NO,26/06/2020 13:00,,ug m-3,P
BG2,NO,26/06/2020 14:00,,ug m-3,P
BG2,NO,26/06/2020 15:00,,ug m-3,P
BG2,NO,26/06/2020 16:00,,ug m-3,P
BG2,NO,26/06/2020 17:00,,ug m-3,P
BG2,NO,26/06/2020 18:00,,ug m-3,P
BG2,NO,26/06/2020 19:00,,ug m-3,P
BG2,NO,26/06/2020 20:00,,ug m-3,P
BG2,NO,26/06/2020 21:00,,ug m-3,P
BG2,NO,26/06/2020 22:00,-0.20000,ug m-3,P
BG2,NO,26/06/2020 23:00,-0.00000,ug m-3,P
BG2,NO,27/06/2020 00:00,-0.00000,ug m-3,P
BG2,NO,27/06/2020 01:00,-0.00000,ug m-3,P
BG2,NO,27/06/2020 02:00,-0.00000,ug m-3,P
BG2,NO,27/06/2020 03:00,0.00000,ug m-3,P
BG2,NO,27/06/2020 04:00,0.00000,ug m-3,P
BG2,NO,27/06/2020 05:00,0.00000,ug m-3,P
BG2,NO,27/06/2020 06:00,0.10000,ug m-3,P
BG2,NO,27/06/2020 07:00,0.00000,ug m-3,P
BG2,NO,27/06/2020 08:00,0.10000,ug m-3,P
BG2,NO,27/06/2020 09:00,0.20000,ug m-3,P
BG2,NO,27/06/2020 10:00,0.20000,ug m-3,P
BG2,NO,27/06/2020 11:00,0.30000,ug m-3,P
BG2,NO,27/06/2020 12:00,0.40000,ug m-3,P
BG2,NO,27/06/2020 13:00,0.50000,ug m-3,P
BG2,NO,27/06/2020 14:00,0.60000,ug m-3,P
BG2,NO,27/06/2020 15:00,0.60000,ug m-3,P
BG2,NO,27/06/2020 16:00,0.50000,ug m-3,P
BG2,NO,27/06/2020 17:00,0.40000,ug m-3,P
BG2,NO,27/06/2020 18:00,0.40000,ug m-3,P
BG2,NO,27/06/2020 19:00,0.30000,ug m-3,P
BG2,NO,27/06/2020 20:00,0.20000,ug m-3,P
BG2,NO,27/06/2020 21:00,0.10000,ug m-3,P
BG2,NO,27/06/2020 22:00,-0.10000,ug m-3,P
BG2,NO,27/06/2020 23:00,-0.10000,ug m-3,P
BG2,NO,28/06/2020 00:00,-0.20000,ug m-3,P
BG2,NO,28/06/2020 01:00,-0.20000,ug m-3,P
BG2,NO,28/06/2020 02:00,-0.30000,ug m-3,P
BG2,NO,28/06/2020 03:00,-0.30000,ug m-3,P
BG2,NO,28/06/2020 04:00,-0.30000,ug m-3,P
BG2,NO,28/06/2020 05:00,-0.20000,ug m-3,P
BG2,NO,28/06/2020 06:00,-0.10000,ug m-3,P
BG2,NO,28/06/2020 07:00,0.10000,ug m-3,P
BG2,NO,28/06/2020 08:00,0.20000,ug m-3,P
BG2,NO,28/06/2020 09:00,0.30000,ug m-3,P
BG2,NO,28/06/2020 10:00,0.50000,ug m-3,P
BG2,NO,28/06/2020 11:00,0.70000,ug m-3,P
BG2,NO,28/06/2020 12:00,0.90000,ug m-3,P
BG2,NO,28/06/2020 13:00,1.00000,ug m-3,P
BG2,NO,28/06/2020 14:00,1.00000,ug m-3,P
BG2,NO,28/06/2020 15:00,1.00000,ug m-3,P
BG2,NO,28/06/2020 16:00,0.90000,ug m-3,P
BG2,NO,28/06/2020 17:00,0.90000,ug m-3,P
BG2,NO,28/06/2020 18:00,0.80000,ug m-3,P
BG2,NO,28/06/2020 19:00,0.60000,ug m-3,P
BG2,NO,28/06/2020 20:00,0.40000,ug m-3,P
BG2,NO,28/06/2020 21:00,0.20000,ug m-3,P
BG2,NO,28/06/2020 22:00,0.00000,ug m-3,P
BG2,NO,28/06/2020 23:00,-0.10000,ug m-3,P
BG2,NO,29/06/2020 00:00,-0.10000,ug m-3,P
BG2,NO,29/06/2020 01:00,-0.10000,ug m-3,P
BG2,NO,29/06/2020 02:00,-0.10000,ug m-3,P
BG2,NO,29/06/2020 03:00,0.10000,ug m-3,P
BG2,NO,29/06/2020 04:00,0.10000,ug m-3,P
BG2,NO,29/06/2020 05:00,0.30000,ug m-3,P
BG2,NO,29/06/2020 06:00,0.80000,ug m-3,P
BG2,NO,29/06/2020 07:00,1.20000,ug m-3,P
BG2,NO,29/06/2020 08:00,1.50000,ug m-3,P
BG2,NO,29/06/2020 09:00,1.70000,ug m-3,P
BG2,NO,29/06/2020 10:00,2.10000,ug m-3,P
BG2,NO,29/06/2020 11:00,2.40000,ug m-3,P
BG2,NO,29/06/2020 12:00,2.60000,ug m-3,P
BG2,NO,29/06/2020 13:00,2.70000,ug m-3,P
BG2,NO,29/06/2020 14:00,2.50000,ug m-3,P
BG2,NO,29/06/2020 15:00,2.30000,ug m-3,P
BG2,NO,29/06/2020 16:00,2.30000,ug m-3,P
BG2,NO,29/06/2020 17:00,2.10000,ug m-3,P
BG2,NO,29/06/2020 18:00,1.80000,ug m-3,P
BG2,NO,29/06/2020 19:00,1.50000,ug m-3,P
BG2,NO,29/06/2020 20:00,1.30000,ug m-3,P
BG2,NO,29/06/2020 21:00,1.10000,ug m-3,P
BG2,NO,29/06/2020 22:00,0.90000,ug m-3,P
BG2,NO,29/06/2020 23:00,0.70000,ug m-3,P
BG2,NO,30/06/2020 00:00,0.70000,ug m-3,P
BG2,NO,30/06/2020 01:00,0.50000,ug m-3,P
BG2,NO,30/06/2020 02:00,0.60000,ug m-3,P
BG2,NO,30/06/2020 03:00,0.50000,ug m-3,P
BG2,NO,30/06/2020 04:00,0.70000,ug m-3,P
BG2,NO,30/06/2020 05:00,1.00000,ug m-3,P
BG2,NO,30/06/2020 06:00,1.80000,ug m-3,P
BG2,NO,30/06/2020 07:00,2.30000,ug m-3,P
BG2,NO,30/06/2020 08:00,2.80000,ug m-3,P
BG2,NO,30/06/2020 09:00,3.30000,ug m-3,P
BG2,NO,30/06/2020 10:00,3.70000,ug m-3,P
BG2,NO,30/06/2020 11:00,4.40000,ug m-3,P
BG2,NO,30/06/2020 12:00,4.90000,ug m-3,P
BG2,NO,30/06/2020 13:00,5.20000,ug m-3,P
BG2,NO,30/06/2020 14:00,5.30000,ug m-3,P
BG2,NO,30/06/2020 15:00,5.30000,ug m-3,P
BG2,NO,30/06/2020 16:00,5.50000,ug m-3,P
BG2,NO,30/06/2020 17:00,5.50000,ug m-3,P
BG2,NO,30/06/2020 18:00,5.60000,ug m-3,P
BG2,NO,30/06/2020 19:00,5.10000,ug m-3,P
BG2,NO,30/06/2020 20:00,4.30000,ug m-3,P
BG2,NO,30/06/2020 21:00,3.70000,ug m-3,P
BG2,NO,30/06/2020 22:00,2.80000,ug m-3,P
BG2,NO,30/06/2020 23:00,2.30000,ug m-3,P
BG2,NO,01/07/2020 00:00,1.60000,ug m-3,P
BG2,NO,01/07/2020 01:00,1.10000,ug m-3,P
BG2,NO,01/07/2020 02:00,0.40000,ug m-3,P
BG2,NO,01/07/2020 03:00,0.50000,ug m-3,P
BG2,NO,01/07/2020 04:00,0.70000,ug m-3,P
BG2,NO,01/07/2020 05:00,1.20000,ug m-3,P
BG2,NO,01/07/2020 06:00,1.60000,ug m-3,P
BG2,NO,01/07/2020 07:00,2.20000,ug m-3,P
BG2,NO,01/07/2020 08:00,2.50000,ug m-3,P
BG2,NO,01/07/2020 09:00,3.40000,ug m-3,P
BG2,NO,01/07/2020 10:00,3.90000,ug m-3,P
BG2,NO,01/07/2020 11:00,4.10000,ug m-3,P
BG2,NO,01/07/2020 12:00,4.40000,ug m-3,P
BG2,NO,01/07/2020 13:00,4.20000,ug m-3,P
BG2,NO,01/07/2020 14:00,4.20000,ug m-3,P
BG2,NO,01/07/2020 15:00,4.30000,ug m-3,P
BG2,NO,01/07/2020 16:00,4.60000,ug m-3,P
BG2,NO,01/07/2020 17:00,4.10000,ug m-3,P
BG2,NO,01/07/2020 18:00,3.90000,ug m-3,P
BG2,NO,01/07/2020 19:00,3.70000,ug m-3,P
BG2,NO,01/07/2020 20:00,3.20000,ug m-3,P
BG2,NO,01/07/2020 21:00,2.90000,ug m-3,P
BG2,NO,01/07/2020 22:00,2.40000,ug m-3,P
BG2,NO,01/07/2020 23:00,1.80000,ug m-3,P
BG2,NO,02/07/2020 00:00,1.40000,ug m-3,P
BG2,NO,02/07/2020 01:00,0.90000,ug m-3,P
BG2,NO,02/07/2020 02:00,1.30000,ug m-3,P
BG2,NO,02/07/2020 03:00,1.30000,ug m-3,P
BG2,NO,02/07/2020 04:00,1.70000,ug m-3,P
BG2,NO,02/07/2020 05:00,2.80000,ug m-3,P
BG2,NO,02/07/2020 06:00,3.80000,ug m-3,P
BG2,NO,02/07/2020 07:00,4.40000,ug m-3,P
BG2,NO,02/07/2020 08:00,4.70000,ug m-3,P
BG2,NO,02/07/2020 09:00,5.40000,ug m-3,P
BG2,NO,02/07/2020 10:00,5.10000,ug m-3,P
BG2,NO,02/07/2020 11:00,5.60000,ug m-3,P
BG2,NO,02/07/2020 12:00,5.80000,ug m-3,P
BG2,NO,02/07/2020 13:00,5.20000,ug m-3,P
BG2,NO,02/07/2020 14:00,4.70000,ug m-3,P
BG2,NO,02/07/2020 15:00,4.70000,ug m-3,P
BG2,NO,02/07/2020 16:00,4.40000,ug m-3,P
BG2,NO,02/07/2020 17:00,3.90000,ug m-3,P
BG2,NO,02/07/2020 18:00,3.60000,ug m-3,P
BG2,NO,02/07/2020 19:00,3.60000,ug m-3,P
BG2,NO,02/07/2020 20:00,3.20000,ug m-3,P
BG2,NO,02/07/2020 21:00,2.70000,ug m-3,P
BG2,NO,02/07/2020 22:00,2.60000,ug m-3,P
BG2,NO,02/07/2020 23:00,2.10000,ug m-3,P
BG2,NO,03/07/2020 00:00,1.90000,ug m-3,P
BG2,NO,03/07/2020 01:00,1.90000,ug m-3,P
BG2,NO,03/07/2020 02:00,2.00000,ug m-3,P
BG2,NO,03/07/2020 03:00,2.20000,ug m-3,P
BG2,NO,03/07/2020 04:00,2.60000,ug m-3,P
BG2,NO,03/07/2020 05:00,3.30000,ug m-3,P
BG2,NO,03/07/2020 06:00,3.80000,ug m-3,P
BG2,NO,03/07/2020 07:00,4.60000,ug m-3,P
BG2,NO,03/07/2020 08:00,5.10000,ug m-3,P
BG2,NO,03/07/2020 09:00,5.60000,ug m-3,P
BG2,NO,03/07/2020 10:00,5.70000,ug m-3,P
BG2,NO,03/07/2020 11:00,5.30000,ug m-3,P
BG2,NO,03/07/2020 12:00,5.20000,ug m-3,P
BG2,NO,03/07/2020 13:00,5.90000,ug m-3,P
BG2,NO,03/07/2020 14:00,5.60000,ug m-3,P
BG2,NO,03/07/2020 15:00,5.60000,ug m-3,P
BG2,NO,03/07/2020 16:00,5.40000,ug m-3,P
BG2,NO,03/07/2020 17:00,4.90000,ug m-3,P
BG2,NO,03/07/2020 18:00,4.50000,ug m-3,P
BG2,NO,03/07/2020 19:00,4.30000,ug m-3,P
BG2,NO,03/07/2020 20:00,3.90000,ug m-3,P
BG2,NO,03/07/2020 21:00,2.40000,ug m-3,P
BG2,NO,03/07/2020 22:00,1.90000,ug m-3,P
BG2,NO,03/07/2020 23:00,0.90000,ug m-3,P
BG2,NO,04/07/2020 00:00,0.50000,ug m-3,P
BG2,NO,04/07/2020 01:00,0.40000,ug m-3,P
BG2,NO,04/07/2020 02:00,0.40000,ug m-3,P
BG2,NO,04/07/2020 03:00,0.20000,ug m-3,P
BG2,NO,04/07/2020 04:00,0.40000,ug m-3,P
BG2,NO,04/07/2020 05:00,0.80000,ug m-3,P
BG2,NO,04/07/2020 06:00,1.20000,ug m-3,P
BG2,NO,04/07/2020 07:00,1.60000,ug m-3,P
BG2,NO,04/07/2020 08:00,2.10000,ug m-3,P
BG2,NO,04/07/2020 09:00,2.70000,ug m-3,P
BG2,NO,04/07/2020 10:00,3.20000,ug m-3,P
BG2,NO,04/07/2020 11:00,3.50000,ug m-3,P
BG2,NO,04/07/2020 12:00,3.60000,ug m-3,P
BG2,NO,04/07/2020 13:00,3.50000,ug m-3,P
BG2,NO,04/07/2020 14:00,3.30000,ug m-3,P
BG2,NO,04/07/2020 15:00,2.90000,ug m-3,P
BG2,NO,04/07/2020 16:00,2.50000,ug m-3,P
BG2,NO,04/07/2020 17:00,2.00000,ug m-3,P
BG2,NO,04/07/2020 18:00,1.50000,ug m-3,P
BG2,NO,04/07/2020 19:00,1.20000,ug m-3,P
BG2,NO,04/07/2020 20:00,1.00000,ug m-3,P
BG2,NO,04/07/2020 21:00,0.70000,ug m-3,P
BG2,NO,04/07/2020 22:00,0.50000,ug m-3,P
BG2,NO,04/07/2020 23:00,0.30000,ug m-3,P
BG2,NO,05/07/2020 00:00,0.20000,ug m-3,P
BG2,NO,05/07/2020 01:00,0.00000,ug m-3,P
BG2,NO,05/07/2020 02:00,-0.00000,ug m-3,P
BG2,NO,05/07/2020 03:00,-0.10000,ug m-3,P
BG2,NO,05/07/2020 04:00,-0.10000,ug m-3,P
BG2,NO,05/07/2020 05:00,-0.00000,ug m-3,P
BG2,NO,05/07/2020 06:00,0.20000,ug m-3,P
BG2,NO,05/07/2020 07:00,0.50000,ug m-3,P
BG2,NO,05/07/2020 08:00,0.80000,ug m-3,P
BG2,NO,05/07/2020 09:00,0.90000,ug m-3,P
BG2,NO,05/07/2020 10:00,0.90000,ug m-3,P
BG2,NO,05/07/2020 11:00,1.00000,ug m-3,P
BG2,NO,05/07/2020 12:00,1.10000,ug m-3,P
BG2,NO,05/07/2020 13:00,1.00000,ug m-3,P
BG2,NO,05/07/2020 14:00,0.90000,ug m-3,P
BG2,NO,05/07/2020 15:00,0.70000,ug m-3,P
BG2,NO,05/07/2020 16:00,0.50000,ug m-3,P
BG2,NO,05/07/2020 17:00,0.50000,ug m-3,P
BG2,NO,05/07/2020 18:00,0.40000,ug m-3,P
BG2,NO,05/07/2020 19:00,0.40000,ug m-3,P
BG2,NO,05/07/2020 20:00,0.30000,ug m-3,P
BG2,NO,05/07/2020 21:00,0.30000,ug m-3,P
BG2,NO,05/07/2020 22:00,0.20000,ug m-3,P
BG2,NO,05/07/2020 23:00,0.10000,ug m-3,P
BG2,NO,06/07/2020 00:00,0.10000,ug m-3,P
BG2,NO,06/07/2020 01:00,0.10000,ug m-3,P
BG2,NO,06/07/2020 02:00,0.20000,ug m-3,P
BG2,NO,06/07/2020 03:00,0.20000,ug m-3,P
BG2,NO,06/07/2020 04:00,0.20000,ug m-3,P
BG2,NO,06/07/2020 05:00,0.40000,ug m-3,P
BG2,NO,06/07/2020 06:00,0.80000,ug m-3,P
BG2,NO,06/07/2020 07:00,1.20000,ug m-3,P
BG2,NO,06/07/2020 08:00,1.50000,ug m-3,P
BG2,NO,06/07/2020 09:00,1.70000,ug m-3,P
BG2,NO,06/07/2020 10:00,2.00000,ug m-3,P
BG2,NO,06/07/2020 11:00,2.20000,ug m-3,P
BG2,NO,06/07/2020 12:00,2.40000,ug m-3,P
BG2,NO,06/07/2020 13:00,2.50000,ug m-3,P
BG2,NO,06/07/2020 14:00,2.30000,ug m-3,P
BG2,NO,06/07/2020 15:00,2.10000,ug m-3,P
BG2,NO,06/07/2020 16:00,2.40000,ug m-3,P
BG2,NO,06/07/2020 17:00,2.30000,ug m-3,P
BG2,NO,06/07/2020 18:00,2.10000,ug m-3,P
BG2,NO,06/07/2020 19:00,1.80000,ug m-3,P
BG2,NO,06/07/2020 20:00,1.60000,ug m-3,P
BG2,NO,06/07/2020 21:00,1.30000,ug m-3,P
BG2,NO,06/07/2020 22:00,1.20000,ug m-3,P
BG2,NO,06/07/2020 23:00,1.00000,ug m-3,P
BG2,NO,07/07/2020 00:00,0.30000,ug m-3,P
BG2,NO,07/07/2020 01:00,0.20000,ug m-3,P
BG2,NO,07/07/2020 02:00,1.60000,ug m-3,P
BG2,NO,07/07/2020 03:00,1.90000,ug m-3,P
BG2,NO,07/07/2020 04:00,3.10000,ug m-3,P
BG2,NO,07/07/2020 05:00,4.90000,ug m-3,P
BG2,NO,07/07/2020 06:00,6.80000,ug m-3,P
BG2,NO,07/07/2020 07:00,8.30000,ug m-3,P
BG2,NO,07/07/2020 08:00,9.00000,ug m-3,P
BG2,NO,07/07/2020 09:00,9.40000,ug m-3,P
BG2,NO,07/07/2020 10:00,8.20000,ug m-3,P
BG2,NO,07/07/2020 11:00,8.30000,ug m-3,P
BG2,NO,07/07/2020 12:00,7.40000,ug m-3,P
BG2,NO,07/07/2020 13:00,5.90000,ug m-3,P
BG2,NO,07/07/2020 14:00,4.50000,ug m-3,P
BG2,NO,07/07/2020 15:00,3.30000,ug m-3,P
BG2,NO,07/07/2020 16:00,2.90000,ug m-3,P
BG2,NO,07/07/2020 17:00,2.50000,ug m-3,P
BG2,NO,07/07/2020 18:00,2.30000,ug m-3,P
BG2,NO,07/07/2020 19:00,2.00000,ug m-3,P
BG2,NO,07/07/2020 20:00,1.80000,ug m-3,P
BG2,NO,07/07/2020 21:00,1.40000,ug m-3,P
BG2,NO,07/07/2020 22:00,1.10000,ug m-3,P
BG2,NO,07/07/2020 23:00,1.20000,ug m-3,P
BG2,NO,08/07/2020 00:00,,ug m-3,P
BG2,NO,08/07/2020 01:00,1.00000,ug m-3,P
BG2,NO,08/07/2020 02:00,1.00000,ug m-3,P
BG2,NO,08/07/2020 03:00,1.00000,ug m-3,P
BG2,NO,08/07/2020 04:00,1.20000,ug m-3,P
BG2,NO,08/07/2020 05:00,2.00000,ug m-3,P
BG2,NO,08/07/2020 06:00,3.40000,ug m-3,P
BG2,NO,08/07/2020 07:00,4.40000,ug m-3,P
BG2,NO,08/07/2020 08:00,5.00000,ug m-3,P
BG2,NO,08/07/2020 09:00,6.90000,ug m-3,P
BG2,NO,08/07/2020 10:00,7.90000,ug m-3,P
BG2,NO,08/07/2020 11:00,8.50000,ug m-3,P
BG2,NO,08/07/2020 12:00,9.20000,ug m-3,P
BG2,NO,08/07/2020 13:00,9.50000,ug m-3,P
BG2,NO,08/07/2020 14:00,9.50000,ug m-3,P
BG2,NO,08/07/2020 15:00,9.70000,ug m-3,P
BG2,NO,08/07/2020 16:00,9.00000,ug m-3,P
BG2,NO,08/07/2020 17:00,7.50000,ug m-3,P
BG2,NO,08/07/2020 18:00,8.00000,ug m-3,P
BG2,NO,08/07/2020 19:00,8.40000,ug m-3,P
BG2,NO,08/07/2020 20:00,8.30000,ug m-3,P
BG2,NO,08/07/2020 21:00,7.90000,ug m-3,P
BG2,NO,08/07/2020 22:00,7.30000,ug m-3,P
BG2,NO,08/07/2020 23:00,6.40000,ug m-3,P
BG2,NO,09/07/2020 00:00,6.50000,ug m-3,P
BG2,NO,09/07/2020 01:00,6.10000,ug m-3,P
BG2,NO,09/07/2020 02:00,4.80000,ug m-3,P
BG2,NO,09/07/2020 03:00,3.80000,ug m-3,P
BG2,NO,09/07/2020 04:00,2.90000,ug m-3,P
BG2,NO,09/07/2020 05:00,3.80000,ug m-3,P
BG2,NO,09/07/2020 06:00,4.00000,ug m-3,P
BG2,NO,09/07/2020 07:00,4.30000,ug m-3,P
BG2,NO,09/07/2020 08:00,4.40000,ug m-3,P
BG2,NO,09/07/2020 09:00,5.80000,ug m-3,P
BG2,NO,09/07/2020 10:00,6.80000,ug m-3,P
BG2,NO,09/07/2020 11:00,7.70000,ug m-3,P
BG2,NO,09/07/2020 12:00,8.90000,ug m-3,P
BG2,NO,09/07/2020 13:00,8.20000,ug m-3,P
BG2,NO,09/07/2020 14:00,7.90000,ug m-3,P
BG2,NO,09/07/2020 15:00,8.00000,ug m-3,P
BG2,NO,09/07/2020 16:00,8.30000,ug m-3,P
BG2,NO,09/07/2020 17:00,7.40000,ug m-3,P
BG2,NO,09/07/2020 18:00,6.70000,ug m-3,P
BG2,NO,09/07/2020 19:00,6.00000,ug m-3,P
BG2,NO,09/07/2020 20:00,4.70000,ug m-3,P
BG2,NO,09/07/2020 21:00,4.00000,ug m-3,P
BG2,NO,09/07/2020 22:00,3.30000,ug m-3,P
BG2,NO,09/07/2020 23:00,2.30000,ug m-3,P
BG2,NO,10/07/2020 00:00,1.30000,ug m-3,P
BG2,NO,10/07/2020 01:00,0.80000,ug m-3,P
BG2,NO,10/07/2020 02:00,0.40000,ug m-3,P
BG2,NO,10/07/2020 03:00,0.10000,ug m-3,P
BG2,NO,10/07/2020 04:00,0.10000,ug m-3,P
BG2,NO,10/07/2020 05:00,0.40000,ug m-3,P
BG2,NO,10/07/2020 06:00,0.80000,ug m-3,P
BG2,NO,10/07/2020 07:00,1.10000,ug m-3,P
BG2,NO,10/07/2020 08:00,1.60000,ug m-3,P
BG2,NO,10/07/2020 09:00,2.00000,ug m-3,P
BG2,NO,10/07/2020 10:00,2.30000,ug m-3,P
BG2,NO,10/07/2020 11:00,2.60000,ug m-3,P
BG2,NO,10/07/2020 12:00,2.80000,ug m-3,P
BG2,NO,10/07/2020 13:00,2.70000,ug m-3,P
BG2,NO,10/07/2020 14:00,2.60000,ug m-3,P
BG2,NO,10/07/2020 15:00,2.50000,ug m-3,P
BG2,NO,10/07/2020 16:00,2.20000,ug m-3,P
BG2,NO,10/07/2020 17:00,2.00000,ug m-3,P
BG2,NO,10/07/2020 18:00,1.90000,ug m-3,P
BG2,NO,10/07/2020 19:00,1.70000,ug m-3,P
BG2,NO,10/07/2020 20:00,1.50000,ug m-3,P
BG2,NO,10/07/2020 21:00,1.30000,ug m-3,P
BG2,NO,10/07/2020 22:00,1.10000,ug m-3,P
BG2,NO,10/07/2020 23:00,1.00000,ug m-3,P
BG2,NO,11/07/2020 00:00,0.80000,ug m-3,P
BG2,NO,11/07/2020 01:00,0.70000,ug m-3,P
BG2,NO,11/07/2020 02:00,0.70000,ug m-3,P
BG2,NO,11/07/2020 03:00,0.90000,ug m-3,P
BG2,NO,11/07/2020 04:00,1.30000,ug m-3,P
BG2,NO,11/07/2020 05:00,1.90000,ug m-3,P
BG2,NO,11/07/2020 06:00,2.20000,ug m-3,P
BG2,NO,11/07/2020 07:00,2.30000,ug m-3,P
BG2,NO,11/07/2020 08:00,2.40000,ug m-3,P
BG2,NO,11/07/2020 09:00,2.50000,ug m-3,P
BG2,NO,11/07/2020 10:00,2.50000,ug m-3,P
BG2,NO,11/07/2020 11:00,2.60000,ug m-3,P
BG2,NO,11/07/2020 12:00,2.30000,ug m-3,P
BG2,NO,11/07/2020 13:00,1.80000,ug m-3,P
BG2,NO,11/07/2020 14:00,1.60000,ug m-3,P
BG2,NO,11/07/2020 15:00,1.40000,ug m-3,P
BG2,NO,11/07/2020 16:00,1.30000,ug m-3,P
BG2,NO,11/07/2020 17:00,1.30000,ug m-3,P
BG2,NO,11/07/2020 18:00,1.20000,ug m-3,P
BG2,NO,11/07/2020 19:00,1.00000,ug m-3,P
BG2,NO,11/07/2020 20:00,0.90000,ug m-3,P
BG2,NO,11/07/2020 21:00,1.00000,ug m-3,P
BG2,NO,11/07/2020 22:00,2.00000,ug m-3,P
BG2,NO,11/07/2020 23:00,3.40000,ug m-3,P
BG2,NO,12/07/2020 00:00,3.70000,ug m-3,P
BG2,NO,12/07/2020 01:00,3.90000,ug m-3,P
BG2,NO,12/07/2020 02:00,4.10000,ug m-3,P
BG2,NO,12/07/2020 03:00,5.20000,ug m-3,P
BG2,NO,12/07/2020 04:00,7.10000,ug m-3,P
BG2,NO,12/07/2020 05:00,8.90000,ug m-3,P
BG2,NO,12/07/2020 06:00,9.20000,ug m-3,P
BG2,NO,12/07/2020 07:00,8.90000,ug m-3,P
